PROPERTY: Processing method,PROPERTY: BCC/FCC/other,PROPERTY: Type of test,PROPERTY: YS (MPa),PROPERTY: Elongation (%),MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
WROUGHT,FCC,T,302.6,51.0,23.0,28.0,5.0,25.949265220433873,1.2704475571254437,26.0,46.0,61.0,15.0,54.8477956613016,3.8113426713763365,55.0,50.9415,58.933195,7.991695,55.75182564905528,2.171679546458667,55.845,1519.0,2183.0,664.0,1863.9660601819453,158.72796848838973,1811.0,5.0,10.0,5.0,7.949265220433869,1.2704475571254448,8.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,153.0,29.0,132.9034289713086,6.462461821285666,132.0,1.55,1.91,0.3599999999999999,1.7954478656403077,0.09833748685751179,1.83,1.0,2.0,1.0,1.8498950314905527,0.2551469338764502,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,6.0993701889433165,1.1299018971705268,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,7.949265220433869,1.2704475571254448,8.0,0.0,1.0,1.0,0.15010496850944716,0.25514693387645004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.9006298110566826,1.129901897170527,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.050734779566129,1.270447557125444,4.0,10.245,13.01,2.7650000000000006,10.864116454718928,0.5273105212567981,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.0422259364095943,0.8490014058623245,2.1106628,194.0,229.0,35.0,223.8978306508048,6.674016339534785,229.0
WROUGHT,other,T,309.0,78.225,24.0,42.0,18.0,26.926292629262928,1.7497921409302655,26.0,49.0,61.0,12.0,55.12596259625963,2.1815387259298022,55.0,51.9961,95.96,43.963899999999995,58.19770600110011,4.1369313128161,55.845,1728.0,2896.0,1168.0,1895.5533553355338,171.18815511914244,1811.0,6.0,10.0,4.0,8.025302530253025,0.7363572440852448,8.0,4.0,5.0,1.0,4.05005500550055,0.09509900384977965,4.0,124.0,154.0,30.0,132.12486248624862,3.9068137836885954,132.0,1.66,2.16,0.5000000000000002,1.8420462046204622,0.0587136337396116,1.83,1.0,2.0,1.0,1.8250825082508253,0.28864272565870436,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.200220022002201,0.6401430021990101,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.025302530253025,0.7363572440852448,8.0,0.0,1.0,1.0,0.17491749174917492,0.28864272565870447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.7997799779978,0.6401430021990097,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.974697469746975,0.7363572440852445,4.0,10.245,15.69,5.445,10.909829482948295,0.5485084977144578,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.4914403063806383,0.7011642659959506,2.1106628,194.0,229.0,35.0,222.4774477447745,9.96240746186828,229.0
WROUGHT,other,T,549.25,52.225,24.0,42.0,18.0,27.26747385800771,2.30781989581065,26.0,49.0,61.0,12.0,54.835443037974684,2.18191064698383,55.0,51.9961,95.96,43.963899999999995,59.12156921574024,5.514613744259036,55.845,1728.0,2896.0,1168.0,1924.7705008255368,209.16269477196516,1811.0,6.0,10.0,4.0,7.92019812878371,0.7672338148029567,8.0,4.0,5.0,1.0,4.074848651623555,0.13849266194738197,4.0,124.0,154.0,30.0,132.88222344523942,4.689876598104682,132.0,1.66,2.16,0.5000000000000002,1.8480517336268574,0.06685688184937154,1.83,1.0,2.0,1.0,1.8002201430930107,0.31973573136242456,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.119977985690698,0.5795597077561062,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,7.92019812878371,0.7672338148029567,8.0,0.0,1.0,1.0,0.19977985690698954,0.31973573136242467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.8800220143093007,0.5795597077561065,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.079801871216291,0.7672338148029574,4.0,10.245,15.69,5.445,11.042776554760595,0.7324624222585628,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.4819086457347275,0.7160375448651807,2.1106628,194.0,229.0,35.0,222.42157402311503,10.229889604357304,229.0
WROUGHT,FCC,T,586.0,46.0,22.0,28.0,6.0,26.069410533658882,1.5629408849896882,28.0,43.0,61.0,18.0,55.20823160097663,4.688822654969063,61.0,47.867,58.933195,11.066195,55.74522763690269,2.8436091114019004,58.6934,1728.0,2180.0,452.0,1871.9710498779211,152.95507482095732,1728.0,4.0,10.0,6.0,8.069410533658877,1.5629408849896878,10.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,160.0,36.0,132.09452389257063,7.106416313317939,124.0,1.54,1.91,0.3699999999999999,1.8039309382629927,0.10379359851692686,1.91,1.0,2.0,1.0,1.7673526334147194,0.35704513881242944,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,6.302057900244157,1.3466039895183382,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,6.0,8.069410533658877,1.5629408849896878,10.0,0.0,1.0,1.0,0.2326473665852808,0.3570451388124296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.6979420997558416,1.3466039895183384,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.9305894663411234,1.5629408849896878,2.0,10.245,16.69,6.445000000000002,11.053444366934079,0.849943309290656,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.8785672144634346,0.7289053245459125,0.5953947,194.0,229.0,35.0,221.0980118590861,10.075507722980786,225.0
ANNEAL,other,T,560.0,19.0,24.0,41.0,17.0,27.168846611177173,1.7004462629892982,28.0,47.0,61.0,14.0,56.51089972255252,4.1204217277150095,61.0,51.9961,92.90638,40.91028,58.22594947284979,3.2491005137954723,58.6934,1728.0,2750.0,1022.0,1874.96393182719,180.99531900648012,1728.0,5.0,10.0,5.0,8.491082045184307,1.3881592558921654,10.0,4.0,5.0,1.0,4.037653586999604,0.07247158877133436,4.0,124.0,164.0,40.0,130.22275069361874,6.526183134190424,124.0,1.6,1.91,0.30999999999999983,1.8304082441537854,0.08180533621007766,1.91,1.0,2.0,1.0,1.773682124455014,0.3501961895075805,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.717399920729291,1.1233592683341793,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,8.491082045184307,1.3881592558921654,10.0,0.0,1.0,1.0,0.22631787554498614,0.35019618950758064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.28260007927071,1.1233592683341795,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.508917954815696,1.3881592558921656,2.0,10.245,18.18,7.9350000000000005,10.843297661514072,0.683327019639688,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.9263347142290923,0.6816307063447516,0.5953947,194.0,229.0,35.0,220.81133571145463,10.116683153905974,225.0
CAST,other,T,170.0,32.0,24.0,41.0,17.0,27.168846611177173,1.7004462629892982,28.0,47.0,61.0,14.0,56.51089972255252,4.1204217277150095,61.0,51.9961,92.90638,40.91028,58.22594947284979,3.2491005137954723,58.6934,1728.0,2750.0,1022.0,1874.96393182719,180.99531900648012,1728.0,5.0,10.0,5.0,8.491082045184307,1.3881592558921654,10.0,4.0,5.0,1.0,4.037653586999604,0.07247158877133436,4.0,124.0,164.0,40.0,130.22275069361874,6.526183134190424,124.0,1.6,1.91,0.30999999999999983,1.8304082441537854,0.08180533621007766,1.91,1.0,2.0,1.0,1.773682124455014,0.3501961895075805,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.717399920729291,1.1233592683341793,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,8.491082045184307,1.3881592558921654,10.0,0.0,1.0,1.0,0.22631787554498614,0.35019618950758064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.28260007927071,1.1233592683341795,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.508917954815696,1.3881592558921656,2.0,10.245,18.18,7.9350000000000005,10.843297661514072,0.683327019639688,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.9263347142290923,0.6816307063447516,0.5953947,194.0,229.0,35.0,220.81133571145463,10.116683153905974,225.0
CAST,other,T,640.0,7.0,24.0,41.0,17.0,27.670741023682204,2.186262934926037,28.0,47.0,61.0,14.0,56.165775401069524,4.360057683744377,61.0,51.9961,92.90638,40.91028,59.48440665393431,4.851164962377764,58.6934,1728.0,2750.0,1022.0,1906.716577540107,221.77750905904415,1728.0,5.0,10.0,5.0,8.364400305576776,1.4806303659042614,10.0,4.0,5.0,1.0,4.0725744843391904,0.1346148571241819,4.0,124.0,164.0,40.0,131.44843391902214,7.671419758958515,124.0,1.6,1.91,0.30999999999999983,1.822047364400306,0.09115626026784054,1.91,1.0,2.0,1.0,1.7456073338426281,0.37935407512543173,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.618792971734148,1.193782714836056,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,8.364400305576776,1.4806303659042614,10.0,0.0,1.0,1.0,0.25439266615737205,0.3793540751254318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.381207028265852,1.193782714836056,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.6355996944232243,1.4806303659042617,2.0,10.245,18.18,7.9350000000000005,11.109526355996945,1.0555351007685525,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.8927205821237585,0.6813428493645391,0.5953947,194.0,229.0,35.0,221.10847975553858,9.857629002014027,225.0
WROUGHT,FCC,T,214.0,77.3,24.0,28.0,4.0,26.5,1.1666666666666667,26.0,49.0,61.0,12.0,56.5,3.5,55.0,51.9961,58.933195,6.937094999999999,56.66768249999999,2.105649166666666,55.845,1728.0,2180.0,452.0,1837.6666666666667,114.11111111111116,1728.0,6.0,10.0,4.0,8.5,1.1666666666666667,8.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,129.5,4.833333333333333,124.0,1.66,1.91,0.25,1.8366666666666667,0.06333333333333328,1.83,1.0,2.0,1.0,1.8333333333333333,0.27777777777777785,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.666666666666667,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.5,1.1666666666666667,8.0,0.0,1.0,1.0,0.16666666666666666,0.27777777777777773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.3333333333333335,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.5,1.1666666666666667,2.0,10.245,11.19,0.9450000000000003,10.589166666666666,0.29416666666666674,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.1600977,0.7631679,0.5953947,194.0,229.0,35.0,221.83333333333334,9.277777777777771,225.0
WROUGHT,FCC,T,241.0,96.2,24.0,28.0,4.0,26.464285714285715,1.1454081632653061,26.0,49.0,61.0,12.0,56.392857142857146,3.436224489795918,55.0,51.9961,58.933195,6.937094999999999,56.743573749999996,2.208997053571428,55.845,1728.0,2180.0,452.0,1842.4285714285713,120.56122448979586,1728.0,6.0,10.0,4.0,8.464285714285714,1.1454081632653061,8.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,129.46428571428572,4.854591836734694,124.0,1.66,1.91,0.25,1.8350000000000002,0.0653571428571428,1.83,1.0,2.0,1.0,1.8214285714285714,0.29336734693877553,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.642857142857143,0.9540816326530611,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.464285714285714,1.1454081632653061,8.0,0.0,1.0,1.0,0.17857142857142858,0.2933673469387755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.357142857142857,0.9540816326530612,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.5357142857142856,1.1454081632653061,2.0,10.245,11.19,0.9450000000000003,10.57375,0.3093750000000002,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.160277085714286,0.7371746081632652,0.5953947,194.0,229.0,35.0,219.10714285714286,12.553571428571427,225.0
WROUGHT,BCC,T,1290.0,1.1,24.0,28.0,4.0,26.035109717868337,1.2189225079680164,28.0,49.0,61.0,12.0,55.105329153605005,3.656767523904047,61.0,51.9961,58.933195,6.937094999999999,56.13763335423197,2.220351276278075,58.6934,1519.0,2180.0,661.0,1802.4319749216302,153.579405338653,1728.0,6.0,10.0,4.0,8.03510971786834,1.2189225079680166,10.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,131.82152560083597,5.668359391122332,124.0,1.55,1.91,0.3599999999999999,1.769715778474399,0.12759441698358573,1.91,1.0,2.0,1.0,1.8010449320794149,0.318743897738601,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.234064785788923,1.0537710910859757,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.03510971786834,1.2189225079680166,10.0,0.0,1.0,1.0,0.19895506792058515,0.318743897738601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.7659352142110762,1.053771091085976,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.9648902821316616,1.2189225079680164,2.0,10.245,11.19,0.9450000000000003,10.589591179332624,0.293663793921842,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.8551137191035204,0.7753721081046373,0.5953947,194.0,229.0,35.0,218.6597701149425,10.796891627331586,225.0
WROUGHT,FCC,T,270.0,46.2,24.0,28.0,4.0,26.035109717868337,1.2189225079680164,28.0,49.0,61.0,12.0,55.105329153605005,3.656767523904047,61.0,51.9961,58.933195,6.937094999999999,56.13763335423197,2.220351276278075,58.6934,1519.0,2180.0,661.0,1802.4319749216302,153.579405338653,1728.0,6.0,10.0,4.0,8.03510971786834,1.2189225079680166,10.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,131.82152560083597,5.668359391122332,124.0,1.55,1.91,0.3599999999999999,1.769715778474399,0.12759441698358573,1.91,1.0,2.0,1.0,1.8010449320794149,0.318743897738601,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.234064785788923,1.0537710910859757,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.03510971786834,1.2189225079680166,10.0,0.0,1.0,1.0,0.19895506792058515,0.318743897738601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.7659352142110762,1.053771091085976,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.9648902821316616,1.2189225079680164,2.0,10.245,11.19,0.9450000000000003,10.589591179332624,0.293663793921842,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.8551137191035204,0.7753721081046373,0.5953947,194.0,229.0,35.0,218.6597701149425,10.796891627331586,225.0
WROUGHT,other,T,816.25,18.8,24.0,28.0,4.0,26.035109717868337,1.2189225079680164,28.0,49.0,61.0,12.0,55.105329153605005,3.656767523904047,61.0,51.9961,58.933195,6.937094999999999,56.13763335423197,2.220351276278075,58.6934,1519.0,2180.0,661.0,1802.4319749216302,153.579405338653,1728.0,6.0,10.0,4.0,8.03510971786834,1.2189225079680166,10.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,131.82152560083597,5.668359391122332,124.0,1.55,1.91,0.3599999999999999,1.769715778474399,0.12759441698358573,1.91,1.0,2.0,1.0,1.8010449320794149,0.318743897738601,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.234064785788923,1.0537710910859757,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.03510971786834,1.2189225079680166,10.0,0.0,1.0,1.0,0.19895506792058515,0.318743897738601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.7659352142110762,1.053771091085976,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.9648902821316616,1.2189225079680164,2.0,10.245,11.19,0.9450000000000003,10.589591179332624,0.293663793921842,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.8551137191035204,0.7753721081046373,0.5953947,194.0,229.0,35.0,218.6597701149425,10.796891627331586,225.0
CAST,FCC,T,225.0,61.0,14.0,28.0,14.0,26.05882352941176,1.695501730103807,26.0,49.0,78.0,29.0,58.647058823529406,3.6608996539792367,55.0,28.0855,58.933195,30.847694999999998,55.73173970588234,3.6919858131487966,55.845,1687.0,2180.0,493.0,1788.3529411764703,59.39792387543243,1728.0,6.0,14.0,8.0,9.117647058823529,1.093425605536332,8.0,3.0,4.0,1.0,3.941176470588235,0.11072664359861611,4.0,111.0,139.0,28.0,127.05882352941175,4.311418685121104,124.0,1.66,1.91,0.25,1.8623529411764703,0.04283737024221453,1.83,1.0,2.0,1.0,1.9411764705882353,0.11072664359861592,2.0,0.0,2.0,2.0,0.11764705882352941,0.2214532871972318,0.0,0.0,8.0,8.0,6.470588235294117,1.2110726643598615,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,6.0,8.529411764705882,1.1418685121107266,8.0,0.0,1.0,1.0,0.058823529411764705,0.11072664359861592,0.0,0.0,4.0,4.0,0.23529411764705882,0.4429065743944636,0.0,0.0,5.0,5.0,2.941176470588235,0.8996539792387543,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.2352941176470584,0.8650519031141867,2.0,10.245,20.44,10.195000000000002,11.065,1.117647058823529,10.245,0.0,0.773,0.773,0.04547058823529412,0.0855916955017301,0.0,0.0,2.1106628,2.1106628,1.251331970588235,0.6802765051903114,0.5953947,194.0,229.0,35.0,217.41176470588232,13.771626297577868,194.0
WROUGHT,FCC,T,512.5,35.0,14.0,28.0,14.0,26.05882352941176,1.695501730103807,26.0,49.0,78.0,29.0,58.647058823529406,3.6608996539792367,55.0,28.0855,58.933195,30.847694999999998,55.73173970588234,3.6919858131487966,55.845,1687.0,2180.0,493.0,1788.3529411764703,59.39792387543243,1728.0,6.0,14.0,8.0,9.117647058823529,1.093425605536332,8.0,3.0,4.0,1.0,3.941176470588235,0.11072664359861611,4.0,111.0,139.0,28.0,127.05882352941175,4.311418685121104,124.0,1.66,1.91,0.25,1.8623529411764703,0.04283737024221453,1.83,1.0,2.0,1.0,1.9411764705882353,0.11072664359861592,2.0,0.0,2.0,2.0,0.11764705882352941,0.2214532871972318,0.0,0.0,8.0,8.0,6.470588235294117,1.2110726643598615,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,6.0,8.529411764705882,1.1418685121107266,8.0,0.0,1.0,1.0,0.058823529411764705,0.11072664359861592,0.0,0.0,4.0,4.0,0.23529411764705882,0.4429065743944636,0.0,0.0,5.0,5.0,2.941176470588235,0.8996539792387543,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.2352941176470584,0.8650519031141867,2.0,10.245,20.44,10.195000000000002,11.065,1.117647058823529,10.245,0.0,0.773,0.773,0.04547058823529412,0.0855916955017301,0.0,0.0,2.1106628,2.1106628,1.251331970588235,0.6802765051903114,0.5953947,194.0,229.0,35.0,217.41176470588232,13.771626297577868,194.0
WROUGHT,FCC,T,521.25,65.75,24.0,28.0,4.0,27.11111111111111,0.7901234567901234,27.0,49.0,61.0,12.0,58.333333333333336,2.3703703703703707,58.0,51.9961,58.933195,6.937094999999999,58.05583111111111,1.3466069135802448,58.6934,1728.0,2180.0,452.0,1796.0,85.33333333333333,1728.0,6.0,10.0,4.0,9.11111111111111,0.7901234567901234,9.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,126.55555555555556,2.7654320987654333,124.0,1.66,1.91,0.25,1.8688888888888888,0.046419753086419734,1.88,1.0,2.0,1.0,1.8888888888888888,0.1975308641975309,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,7.222222222222222,0.691358024691358,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,9.11111111111111,0.7901234567901234,9.0,0.0,1.0,1.0,0.1111111111111111,0.19753086419753085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,2.7777777777777777,0.691358024691358,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,2.888888888888889,0.7901234567901234,2.0,10.245,11.19,0.9450000000000003,10.383333333333333,0.17925925925925906,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.952829288888889,0.5294594765432099,0.5953947,194.0,229.0,35.0,211.66666666666666,15.703703703703704,194.0
WROUGHT,other,T,482.0,13.3,24.0,28.0,4.0,26.31777909037212,1.111970383591935,27.0,49.0,61.0,12.0,55.953337271116375,3.3359111507758,58.0,51.9961,58.933195,6.937094999999999,57.05292799763735,2.519668860870071,58.933195,1728.0,2180.0,452.0,1861.964559952747,144.64695146862707,1768.0,6.0,10.0,4.0,8.317779090372122,1.1119703835919346,9.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,129.32014176018902,4.89006921589855,126.0,1.66,1.91,0.25,1.8281512108682814,0.07647751468905861,1.88,1.0,2.0,1.0,1.77259303012404,0.3513860798555884,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.5451860602480805,0.8019554476948794,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.317779090372122,1.1119703835919346,9.0,0.0,1.0,1.0,0.22740696987595987,0.35138607985558834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.4548139397519195,0.8019554476948794,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.6822209096278797,1.111970383591935,3.0,10.245,11.19,0.9450000000000003,10.510838747784996,0.3487630418711007,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.1607820761961016,0.630798293289662,1.5484712,194.0,229.0,35.0,207.96278795038396,16.494728825025323,194.0
