Crystallinity,Temperature (K),log Resistivity,Power factor (W*m/K^2),ZT,Thermal conductivity (W/(m*K)),Seebeck coefficient (uV/K),MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
polycrystalline,700.000179,-2.542118103,0.000336,0.096098183,2.45,-98.25,14.0,79.0,65.0,26.72744539411206,19.102046249624596,14.0,9.0,78.0,69.0,66.34415954415954,17.49372294056055,78.0,28.0855,196.966569,168.881069,61.17155307996201,49.65735829778914,28.0855,1000.0,1687.0,687.0,1548.4757113010446,207.9048298763809,1687.0,2.0,14.0,12.0,11.883760683760682,3.1761677259113164,14.0,3.0,6.0,3.0,3.7487179487179487,1.123716852947622,3.0,111.0,215.0,104.0,129.24311490978158,27.380264770578165,111.0,0.89,2.54,1.65,1.8090142450142448,0.2792825815807773,1.9,1.0,2.0,1.0,1.9023741690408358,0.17619005617739386,2.0,0.0,2.0,2.0,1.5008547008547009,0.749144568631748,2.0,0.0,10.0,10.0,0.976258309591643,1.7619005617739394,0.0,0.0,14.0,14.0,1.3667616334283,2.466660786483515,0.0,2.0,25.0,23.0,5.746248812915479,3.7593269174402444,4.0,0.0,1.0,1.0,0.09762583095916429,0.17619005617739394,0.0,0.0,4.0,4.0,3.0017094017094017,1.498289137263496,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0993352326685657,1.3517669499435883,4.0,16.7,63.59,46.89,26.631384615384615,11.231488056103439,20.44,0.0,0.773,0.773,0.5800803418803419,0.2895443757761707,0.773,0.0,0.0,0.0,0.0,0.0,0.0,225.0,229.0,4.0,227.10864197530864,0.5747716694218761,227.0
polycrystalline,700.0000125,-2.729974377,0.00035,0.06510758,3.76,-80.7,8.0,60.0,52.0,18.624000000000002,12.7488,8.0,8.0,87.0,79.0,61.248000000000005,30.9024,87.0,15.9994,144.242,128.24259999999998,41.32304,30.388368000000003,15.9994,54.8,1941.0,1886.2,600.0240000000001,654.2688,54.8,2.0,16.0,14.0,10.751999999999999,6.2976,16.0,2.0,6.0,4.0,3.096,1.3152000000000001,2.0,66.0,201.0,135.0,112.56800000000001,55.881600000000006,66.0,0.95,3.44,2.49,2.5428,1.0766399999999998,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,2.0,2.0,0.304,0.5155839999999999,0.0,0.0,4.0,4.0,0.192,0.365568,0.0,2.0,6.0,4.0,4.896,1.4307839999999998,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,8.0,8.0,1.216,2.0623359999999997,0.0,0.0,10.0,10.0,0.48,0.9139199999999998,0.0,0.0,10.0,10.0,2.896,2.2336,2.0,9.105,54.23,45.125,20.516759999999998,14.857447039999997,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,3.4250666666616e-06,5.808913066658074e-06,0.0,12.0,225.0,213.0,91.0,94.8,12.0
polycrystalline,700.000908,-2.142064735,0.000352,0.210575803,1.17,-159.3,51.0,57.0,6.0,54.050000000000004,2.528571428571429,52.0,13.0,90.0,77.0,56.535714285714285,37.316326530612244,90.0,121.76,138.90547,17.145470000000003,131.9029157142857,6.0021893877551085,127.6,722.66,1193.0,470.34000000000003,941.0525714285715,215.95493877551024,722.66,3.0,16.0,13.0,10.335714285714285,6.287755102040817,16.0,5.0,6.0,1.0,5.428571428571429,0.48979591836734704,5.0,138.0,207.0,69.0,167.66428571428568,33.71632653061224,138.0,1.1,2.1,1.0,1.6667857142857143,0.48581632653061224,2.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.192857142857143,1.8795918367346938,4.0,1.0,10.0,9.0,6.142857142857143,4.408163265306123,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,13.0,10.335714285714285,6.287755102040817,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.2357142857142858,1.0591836734693878,2.0,0.0,9.0,9.0,3.857142857142857,4.408163265306123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,5.092857142857143,3.348979591836735,2.0,31.56,36.8975,5.337500000000002,35.38052380950786,1.3002653061361242,34.7633333333,0.0,0.464,0.464,0.2220571428571429,0.2315738775510204,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,194.0,42.0,171.3,19.457142857142856,152.0
polycrystalline,300.000078,-3.187086643,7.88e-05,0.015874132,1.4885,22.6264,16.0,42.0,26.0,27.045751633986928,11.728822247853389,16.0,50.0,88.0,38.0,70.29411764705883,18.515955401768547,88.0,32.065,95.96,63.894999999999996,59.14238562091503,28.87656029732154,32.065,388.36,2896.0,2507.64,1492.6261437908497,1154.788124225725,388.36,6.0,16.0,10.0,11.398692810457517,4.811824511939852,16.0,3.0,5.0,2.0,3.869281045751634,0.9090520739886369,3.0,105.0,154.0,49.0,126.50980392156862,22.493912597718822,105.0,1.83,2.58,0.75,2.3515686274509804,0.23888248109701393,2.58,1.0,2.0,1.0,1.607843137254902,0.4767397154940407,2.0,0.0,4.0,4.0,2.0915032679738563,1.9958135759750524,4.0,0.0,6.0,6.0,2.4705882352941173,2.5836216839677046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,6.169934640522876,0.31099149899611284,6.0,0.0,1.0,1.0,0.39215686274509803,0.47673971549404076,0.0,0.0,2.0,2.0,1.0457516339869282,0.9979067879875262,2.0,0.0,5.0,5.0,2.300653594771242,2.405912255969926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.738562091503268,1.8181041479772737,2.0,10.73,25.786875,15.056874999999998,20.54797385620915,5.4785894314152666,25.786875,0.0,2.202,2.202,1.1513725490196078,1.0986953735742662,2.202,0.0,2.1106628,2.1106628,0.17933736209150325,0.32819909402366604,0.0,70.0,229.0,159.0,145.8627450980392,79.33358964500832,70.0
polycrystalline,300.0009456,-2.581698709,0.000905,0.223320108,1.216,-154.0,31.0,38.0,7.0,32.584,1.5923040000000022,32.0,8.0,79.0,71.0,67.07300000000001,17.367461999999993,79.0,69.723,87.62,17.897000000000006,73.97279400000001,4.012278564000006,72.64,302.91,1211.4,908.49,916.9441800000002,365.9643712799999,1211.4,2.0,14.0,12.0,11.937999999999999,2.9217720000000007,14.0,4.0,5.0,1.0,4.147,0.25078200000000017,4.0,120.0,195.0,75.0,131.621,18.633426000000007,120.0,0.95,2.01,1.0599999999999998,1.79458,0.24830651999999986,2.01,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.4080000000000001,0.65712,2.0,0.0,10.0,10.0,8.530000000000001,2.5078199999999993,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,12.0,11.937999999999999,2.9217720000000007,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.71,1.0907399999999998,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.71,1.0907399999999998,4.0,18.8575,54.23,35.372499999999995,26.359119999999997,8.194038719999998,23.005,0.0,0.383,0.383,0.21256500000000003,0.18918285,0.383,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,177.022,67.361112,225.0
polycrystalline,700.0006589,-2.711632265,0.00274,0.51588803,3.72337,-230.877,14.0,32.0,18.0,17.585700000000003,5.734008540000002,14.0,78.0,83.0,5.0,78.22640000000001,0.36024768000000734,78.0,28.0855,72.64,44.554500000000004,36.963275491000005,14.192201009680204,28.0855,317.3,1687.0,1369.7,1584.8698100000001,162.5095583279999,1687.0,14.0,15.0,1.0,14.0055,0.010939499999999621,14.0,3.0,4.0,1.0,3.1989000000000005,0.3186775800000004,3.0,107.0,120.0,13.0,112.7681,2.8768498200000026,111.0,1.9,2.19,0.29000000000000004,1.9234740000000001,0.037351828800000104,1.9,2.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,1.0,2.0055000000000005,0.010939500000000501,2.0,0.0,10.0,10.0,1.989,3.1867758000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,10.0,5.9945,3.184587900000001,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.9945000000000004,0.010939499999999621,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.9945000000000004,0.010939499999999621,4.0,20.44,23.005,2.5649999999999977,20.961894809523603,0.8304390209139529,20.44,0.383,1.625,1.242,0.7001150000000002,0.12614834699999994,0.773,0.0,0.0,0.0,0.0,0.0,0.0,2.0,227.0,225.0,225.36470000000003,2.602089359999984,227.0
polycrystalline,1000.000021,-2.397940009,0.000766,0.344302289,2.2237,175.0,8.0,27.0,19.0,13.857142857142858,7.5102040816326525,8.0,2.0,87.0,85.0,66.57142857142857,23.346938775510207,87.0,15.9994,58.933195,42.933794999999996,29.264822754285714,16.953355568979593,15.9994,54.8,1768.0,1713.2,589.4385714285714,673.4636734693878,54.8,1.0,16.0,15.0,11.857142857142858,4.7346938775510194,16.0,2.0,4.0,2.0,2.7142857142857144,0.8163265306122449,2.0,66.0,166.0,100.0,97.42857142857143,35.91836734693878,66.0,0.93,3.44,2.51,2.6357142857142857,0.9191836734693878,3.44,1.0,2.0,1.0,1.8571428571428572,0.24489795918367344,2.0,0.0,4.0,4.0,2.2857142857142856,1.959183673469388,4.0,0.0,7.0,7.0,2.0,2.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,6.142857142857143,1.63265306122449,6.0,0.0,1.0,1.0,0.14285714285714285,0.24489795918367346,0.0,0.0,2.0,2.0,1.1428571428571428,0.979591836734694,2.0,0.0,3.0,3.0,0.8571428571428571,1.2244897959183674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.142857142857143,0.4897959183673469,2.0,9.105,29.2433333333,20.1383333333,12.307619047614285,4.838775510195918,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.4424203428571429,0.6320290612244898,0.0,12.0,229.0,217.0,95.0,94.85714285714286,12.0
polycrystalline,700.0007246,-1.665216632,4.49e-05,0.005984998,5.25,-98.5,8.0,60.0,52.0,25.854285714285712,20.404897959183675,8.0,19.0,87.0,68.0,64.27714285714286,25.968979591836735,87.0,15.9994,144.242,128.24259999999998,59.41864971428571,49.62614395755101,15.9994,54.8,1728.0,1673.2,596.0535142857143,618.5754448979593,54.8,3.0,16.0,13.0,11.56857142857143,5.064489795918368,16.0,2.0,6.0,4.0,3.4285714285714284,1.6326530612244898,2.0,66.0,201.0,135.0,113.97714285714287,54.83102040816327,66.0,1.14,3.44,2.3,2.5628857142857138,1.0024163265306123,3.44,1.0,2.0,1.0,1.8599999999999999,0.2408000000000001,2.0,0.0,4.0,4.0,2.2857142857142856,1.959183673469388,4.0,0.0,10.0,10.0,1.422857142857143,2.4391836734693877,0.0,0.0,4.0,4.0,1.1428571428571428,1.6326530612244898,0.0,6.0,11.0,5.0,6.711428571428572,1.219591836734694,6.0,0.0,1.0,1.0,0.13999999999999999,0.2408,0.0,0.0,2.0,2.0,1.1428571428571428,0.979591836734694,2.0,0.0,2.0,2.0,0.005714285714285714,0.011395918367346939,0.0,0.0,10.0,10.0,2.857142857142857,4.081632653061225,0.0,1.0,10.0,9.0,4.145714285714286,3.3453061224489793,2.0,9.105,34.81,25.705000000000002,16.727857142857143,10.33265306122449,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.0017011277142857145,0.00339253469877551,0.0,12.0,225.0,213.0,94.42857142857143,94.20408163265306,12.0
polycrystalline,700.000565,-2.592779107,0.000917,0.168840415,3.8,-153.0,12.0,20.0,8.0,12.799999999999999,1.0399999999999998,12.0,7.0,78.0,71.0,70.31666666666666,5.122222222222221,68.0,24.305,40.078,15.773000000000003,25.82805,1.9799650000000006,24.305,923.0,1687.0,764.0,1180.8666666666666,337.4222222222222,923.0,2.0,14.0,12.0,6.0,5.333333333333333,2.0,3.0,4.0,1.0,3.016666666666667,0.03277777777777815,3.0,111.0,176.0,65.0,131.58333333333334,13.72222222222222,141.0,1.0,1.9,0.8999999999999999,1.5015,0.26566666666666666,1.31,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,20.44,37.77,17.330000000000002,22.32133333333333,1.2542222222222228,22.89,0.0,0.773,0.773,0.25766666666666665,0.3435555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,227.0,33.0,205.51666666666665,14.971666666666664,194.0
polycrystalline,700.0004811,-2.811352704,0.0061,1.45,2.946859925,-307.0,28.0,72.0,44.0,46.0005,10.500375,50.0,44.0,85.0,41.0,66.37750000000001,13.6275,80.0,58.6934,178.49,119.79660000000001,107.744125,28.65539375,118.71,505.08,2506.0,2000.92,1263.98935,758.51065,505.08,4.0,15.0,11.0,10.5005,3.5004999999999997,14.0,4.0,6.0,2.0,4.875000000000001,0.43749999999999956,5.0,124.0,175.0,51.0,144.25,15.375,139.0,1.3,2.05,0.7499999999999998,1.786295,0.23564749999999998,1.96,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.0005,1.0005,2.0,2.0,10.0,8.0,7.5,2.7500000000000004,10.0,0.0,14.0,14.0,1.75,3.0625000000000004,0.0,4.0,18.0,14.0,12.2505,3.187875,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.9995,1.9994999999999998,4.0,0.0,8.0,8.0,2.5,2.7500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.4995,1.75025,4.0,10.32,33.285,22.964999999999996,24.896012499999998,8.3872625,33.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.148848675,0.2232730125,0.0,141.0,225.0,84.0,175.26250000000002,34.237500000000004,141.0
single crystal,700.0006948,-2.853871964,0.00289,0.930169913,2.1717,-201.0,8.0,56.0,48.0,19.446666666666665,15.262222222222224,8.0,8.0,87.0,79.0,69.37666666666667,23.49777777777778,87.0,15.9994,137.327,121.3276,43.20165444444444,36.26967259259259,15.9994,54.8,2750.0,2695.2,762.1444444444445,943.1259259259261,54.8,2.0,16.0,14.0,12.0,5.333333333333333,16.0,2.0,6.0,4.0,3.0433333333333334,1.391111111111111,2.0,66.0,215.0,149.0,102.97777777777777,49.303703703703704,66.0,0.89,3.44,2.55,2.7518444444444445,0.9175407407407405,3.44,1.0,2.0,1.0,1.7777777777777777,0.34567901234567905,2.0,0.0,4.0,4.0,2.6666666666666665,1.7777777777777777,4.0,0.0,4.0,4.0,0.8888888888888888,1.382716049382716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,5.333333333333333,0.8888888888888888,6.0,0.0,1.0,1.0,0.2222222222222222,0.345679012345679,0.0,0.0,2.0,2.0,1.3333333333333333,0.8888888888888888,2.0,0.0,6.0,6.0,1.3333333333333333,2.0740740740740744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.888888888888889,1.8271604938271604,2.0,9.105,63.59,54.485,16.541155555555555,9.914874074074074,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,84.06222222222222,96.08296296296297,12.0
polycrystalline,400.0007491,-1.974305083,0.000147,0.039848239,1.47173,-124.72,8.0,70.0,62.0,14.25,7.5,8.0,7.0,87.0,80.0,63.870000000000005,27.755999999999993,87.0,15.9994,173.054,157.0546,29.78400855,16.541530260000002,15.9994,54.8,1519.0,1464.2,555.41,600.732,54.8,2.0,16.0,14.0,11.36,5.568,16.0,2.0,6.0,4.0,2.82,0.984,2.0,66.0,187.0,121.0,103.08,44.496,66.0,1.0,3.44,2.44,2.5711,1.04268,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,0.95,1.539,0.0,0.0,14.0,14.0,0.14,0.2772,0.0,2.0,16.0,14.0,5.49,1.396,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,0.95,1.539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.15,1.0829999999999997,2.0,9.105,37.77,28.665000000000003,15.350841379311001,9.343046620689382,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,5.892293103444999e-05,9.545514827580899e-05,0.0,12.0,225.0,213.0,95.67999999999999,100.416,12.0
single crystal,400.000293,-2.833667591,0.00138,0.23521233,2.35,142.36,8.0,27.0,19.0,14.88888888888889,7.65432098765432,8.0,7.0,87.0,80.0,62.77777777777778,26.913580246913583,87.0,15.9994,58.933195,42.933794999999996,30.891043333333332,16.54627037037037,15.9994,54.8,1768.0,1713.2,671.1111111111111,684.7901234567902,54.8,2.0,16.0,14.0,11.333333333333334,5.185185185185185,16.0,2.0,4.0,2.0,2.888888888888889,0.9876543209876544,2.0,66.0,176.0,110.0,103.77777777777777,41.97530864197531,66.0,1.0,3.44,2.44,2.551111111111111,0.9876543209876544,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.2222222222222223,1.9753086419753088,4.0,0.0,7.0,7.0,1.5555555555555556,2.419753086419753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,5.777777777777778,1.6790123456790123,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1111111111111112,0.9876543209876544,2.0,0.0,3.0,3.0,0.6666666666666666,1.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.7777777777777777,0.7901234567901235,2.0,9.105,37.77,28.665000000000003,15.728333333333333,9.796296296296298,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.34410471111111113,0.5352739950617285,0.0,12.0,225.0,213.0,99.77777777777777,97.53086419753087,12.0
polycrystalline,400.0008405,-3.077793723,0.000685,0.174640844,1.57,75.7,26.0,58.0,32.0,45.529411764705884,9.19031141868512,51.0,15.0,85.0,70.0,73.82352941176471,15.778546712802765,85.0,55.845,140.116,84.27100000000002,107.33035294117647,24.22840138408305,121.76,903.78,1811.0,907.22,1127.08,321.8447058823529,903.78,3.0,15.0,12.0,12.647058823529411,3.3217993079584778,15.0,4.0,6.0,2.0,4.823529411764706,0.3875432525951559,5.0,132.0,204.0,72.0,141.1764705882353,7.391003460207621,139.0,1.12,2.05,0.9299999999999997,1.9435294117647057,0.15031141868512102,2.05,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,2.1176470588235294,1.245674740484429,3.0,1.0,10.0,9.0,8.529411764705882,2.0761245674740487,10.0,0.0,1.0,1.0,0.058823529411764705,0.11072664359861592,0.0,4.0,15.0,11.0,12.705882352941176,3.238754325259516,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.1176470588235294,1.245674740484429,3.0,0.0,9.0,9.0,1.4705882352941178,2.0761245674740487,0.0,0.0,13.0,13.0,0.7647058823529411,1.4394463667820068,0.0,3.0,22.0,19.0,4.352941176470588,2.0761245674740483,3.0,10.73,37.24,26.51,26.992941176470588,7.653148788927335,31.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.4966265411764706,0.7595464747404845,0.0,166.0,229.0,63.0,182.47058823529412,23.25259515570934,166.0
polycrystalline,1000.000194,-0.948076084,6.25e-05,0.090317483,0.692,265.4,13.0,51.0,38.0,32.285714285714285,16.04081632653061,20.0,7.0,85.0,78.0,49.857142857142854,36.73469387755102,7.0,26.9815386,121.76,94.7784614,73.21364837142858,41.61115853877551,40.078,903.78,1115.0,211.22000000000003,998.5442857142858,99.81918367346941,903.78,2.0,15.0,13.0,9.142857142857142,6.122448979591837,2.0,3.0,5.0,2.0,4.285714285714286,0.6122448979591837,4.0,121.0,176.0,55.0,152.28571428571428,20.3265306122449,139.0,1.0,2.05,1.0499999999999998,1.5371428571428571,0.46040816326530604,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.4285714285714286,1.346938775510204,0.0,0.0,10.0,10.0,4.285714285714286,4.8979591836734695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,13.0,7.714285714285714,6.244897959183674,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,1.7142857142857142,0.0,16.48,37.77,21.290000000000003,32.067142857142855,4.888163265306125,31.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,225.0,59.0,199.71428571428572,28.897959183673468,166.0
polycrystalline,400.0007649,-3.01278077,0.00118,0.198167011,2.38,107.0,26.0,58.0,32.0,45.861111111111114,8.771604938271603,51.0,15.0,85.0,70.0,74.52777777777777,15.126543209876546,85.0,55.845,140.116,84.27100000000002,108.21778319444445,23.105226141975308,121.76,903.78,1811.0,907.22,1113.48,307.62,903.78,3.0,15.0,12.0,12.805555555555555,3.169753086419753,15.0,4.0,6.0,2.0,4.833333333333333,0.37037037037037046,5.0,126.0,204.0,78.0,140.88888888888889,7.012345679012343,139.0,1.12,2.05,0.9299999999999997,1.950833333333333,0.14324074074074072,2.05,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,2.1666666666666665,1.203703703703704,3.0,1.0,10.0,9.0,8.63888888888889,1.9660493827160492,10.0,0.0,1.0,1.0,0.05555555555555555,0.10493827160493827,0.0,4.0,15.0,11.0,12.86111111111111,3.0895061728395063,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.1666666666666665,1.203703703703704,3.0,0.0,9.0,9.0,1.3611111111111112,1.9660493827160492,0.0,0.0,13.0,13.0,0.7222222222222222,1.3641975308641976,0.0,3.0,22.0,19.0,4.25,1.9722222222222223,3.0,10.245,37.24,26.995000000000005,27.233194444444443,7.361697530864196,31.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.4534197444444445,0.7053196024691358,0.0,166.0,229.0,63.0,180.58333333333334,21.06481481481482,166.0
